POC:	Eric Stoneking (NASA-GSFC), 301-286-8600		
96.21	2012.28	2032.28	20.00
96.22	2012.48	2032.48	20.00
96.23	2012.68	2032.68	20.00
96.24	2012.88	2032.88	20.00
96.25	2013.08	2033.08	20.00
96.26	2013.28	2033.28	20.00
96.27	2013.48	2033.48	20.00
96.28	2013.68	2033.68	20.00
96.29	2013.88	2033.88	20.00
96.30	2014.08	2034.08	20.00
96.31	2014.28	2034.28	20.00
96.32	2014.48	2034.48	20.00
96.33	2014.68	2034.68	20.00
96.34	2014.88	2034.88	20.00
96.35	2015.08	2035.08	20.00
96.36	2015.28	2035.28	20.00
96.37	2015.48	2035.48	20.00
96.38	2015.68	2035.68	20.00
96.39	2015.88	2035.88	20.00
96.40	2016.08	2036.08	20.00
96.41	2016.28	2036.28	20.00
96.42	2016.48	2036.48	20.00
96.43	2016.68	2036.68	20.00
96.44	2016.88	2036.88	20.00
96.45	2017.08	2037.08	20.00
96.46	2017.28	2037.28	20.00
96.47	2017.48	2037.48	20.00
96.48	2017.68	2037.68	20.00
96.49	2017.88	2037.88	20.00
96.50	2018.08	2038.08	20.00
96.51	2018.28	2038.28	20.00
96.52	2018.48	2038.48	20.00
96.53	2018.68	2038.68	20.00
96.54	2018.88	2038.88	20.00
96.55	2019.08	2039.08	20.00
96.56	2019.28	2039.28	20.00
96.57	2019.48	2039.48	20.00
96.58	2019.68	2039.68	20.00
96.59	2019.88	2039.88	20.00
96.60	2020.08	2040.08	20.00
96.61	2020.28	2040.28	20.00
96.62	2020.48	2040.48	20.00
96.63	2020.68	2040.68	20.00
96.64	2020.88	2040.88	20.00
96.65	2021.08	2041.08	20.00
96.66	2021.28	2041.28	20.00
96.67	2021.48	2041.48	20.00
96.68	2021.68	2041.68	20.00
96.69	2021.88	2041.88	20.00
96.70	2022.08	2042.08	20.00
96.71	2022.28	2042.28	20.00
96.72	2022.48	2042.48	20.00
96.73	2022.68	2042.68	20.00
96.74	2022.88	2042.88	20.00
96.75	2023.08	2043.08	20.00
96.76	2023.28	2043.28	20.00
96.77	2023.48	2043.48	20.00
96.78	2023.68	2043.68	20.00
96.79	2023.88	2043.88	20.00
96.80	2024.08	2044.08	20.00
96.81	2024.28	2044.28	20.00
96.82	2024.48	2044.48	20.00
96.83	2024.68	2044.68	20.00
96.84	2024.88	2044.88	20.00
96.85	2025.08	2045.08	20.00
96.86	2025.28	2045.28	20.00
96.87	2025.48	2045.48	20.00
96.88	2025.68	2045.68	20.00
96.89	2025.88	2045.88	20.00
96.90	2026.08	2046.08	20.00
96.91	2026.28	2046.28	20.00
96.92	2026.48	2046.48	20.00
96.93	2026.68	2046.68	20.00
96.94	2026.88	2046.88	20.00
96.95	2027.08	2047.08	20.00
96.96	2027.28	2047.28	20.00
96.97	2027.48	2047.48	20.00
96.98	2027.68	2047.68	20.00
96.99	2027.88	2047.88	20.00
97.00	2028.08	2048.08	20.00
97.01	2028.28	2048.28	20.00
97.02	2028.48	2048.48	20.00
97.03	2028.68	2048.68	20.00
97.04	2028.88	2048.88	20.00
97.05	2029.08	2049.08	20.00
97.06	2029.28	2049.28	20.00
97.07	2029.48	2049.48	20.00
97.08	2029.68	2049.68	20.00
97.09	2029.88	2049.88	20.00
97.10	2030.08	2050.08	20.00
97.11	2030.28	2050.28	20.00
97.12	2030.48	2050.48	20.00
97.13	2030.68	2050.68	20.00
97.14	2030.88	2050.88	20.00
97.15	2031.08	2051.08	20.00
97.16	2031.28	2051.28	20.00
97.17	2031.48	2051.48	20.00
97.18	2031.68	2051.68	20.00
97.19	2031.88	2051.88	20.00
97.20	2032.08	2052.08	20.00
97.21	2032.28	2052.28	20.00
97.22	2032.48	2052.48	20.00
97.23	2032.68	2052.68	20.00
97.24	2032.88	2052.88	20.00
97.25	2033.08	2053.08	20.00
97.26	2033.28	2053.28	20.00
97.27	2033.48	2053.48	20.00
97.28	2033.68	2053.68	20.00
97.29	2033.88	2053.88	20.00
97.30	2034.08	2054.08	20.00
97.31	2034.28	2054.28	20.00
97.32	2034.48	2054.48	20.00
97.33	2034.68	2054.68	20.00
97.34	2034.88	2054.88	20.00
97.35	2035.08	2055.08	20.00
97.36	2035.28	2055.28	20.00
97.37	2035.48	2055.48	20.00
97.38	2035.68	2055.68	20.00
97.39	2035.88	2055.88	20.00
97.40	2036.08	2056.08	20.00
97.41	2036.28	2056.28	20.00
97.42	2036.48	2056.48	20.00
97.43	2036.68	2056.68	20.00
97.44	2036.88	2056.88	20.00
97.45	2037.08	2057.08	20.00
97.46	2037.28	2057.28	20.00
97.47	2037.48	2057.48	20.00
97.48	2037.68	2057.68	20.00
97.49	2037.88	2057.88	20.00
97.50	2038.08	2058.08	20.00
97.51	2038.28	2058.28	20.00
97.52	2038.48	2058.48	20.00
97.53	2038.68	2058.68	20.00
97.54	2038.88	2058.88	20.00
97.55	2039.08	2059.08	20.00
97.56	2039.28	2059.28	20.00
97.57	2039.48	2059.48	20.00
97.58	2039.68	2059.68	20.00
97.59	2039.88	2059.88	20.00
97.60	2040.08	2060.08	20.00
97.61	2040.28	2060.28	20.00
97.62	2040.48	2060.48	20.00
97.63	2040.68	2060.68	20.00
97.64	2040.88	2060.88	20.00
97.65	2041.08	2061.08	20.00
97.66	2041.28	2061.28	20.00
97.67	2041.48	2061.48	20.00
97.68	2041.68	2061.68	20.00
97.69	2041.88	2061.88	20.00
97.70	2042.08	2062.08	20.00
97.71	2042.28	2062.28	20.00
97.72	2042.48	2062.48	20.00
97.73	2042.68	2062.68	20.00
97.74	2042.88	2062.88	20.00
97.75	2043.08	2063.08	20.00
97.76	2043.28	2063.28	20.00
97.77	2043.48	2063.48	20.00
97.78	2043.68	2063.68	20.00
97.79	2043.88	2063.88	20.00
97.80	2044.08	2064.08	20.00
97.81	2044.28	2064.28	20.00
97.82	2044.48	2064.48	20.00
97.83	2044.68	2064.68	20.00
97.84	2044.88	2064.88	20.00
97.85	2045.08	2065.08	20.00
97.86	2045.28	2065.28	20.00
97.87	2045.48	2065.48	20.00
97.88	2045.68	2065.68	20.00
97.89	2045.88	2065.88	20.00
97.90	2046.08	2066.08	20.00
97.91	2046.28	2066.28	20.00
97.92	2046.48	2066.48	20.00
97.93	2046.68	2066.68	20.00
97.94	2046.88	2066.88	20.00
97.95	2047.08	2067.08	20.00
97.96	2047.28	2067.28	20.00
97.97	2047.48	2067.48	20.00
97.98	2047.68	2067.68	20.00
97.99	2047.88	2067.88	20.00
98.00	2048.08	2068.08	20.00
98.01	2048.28	2068.28	20.00
98.02	2048.48	2068.48	20.00
98.03	2048.68	2068.68	20.00
98.04	2048.88	2068.88	20.00
98.05	2049.08	2069.08	20.00
98.06	2049.28	2069.28	20.00
98.07	2049.48	2069.48	20.00
98.08	2049.68	2069.68	20.00
98.09	2049.88	2069.88	20.00
98.10	2050.08	2070.08	20.00
98.11	2050.28	2070.28	20.00
98.12	2050.48	2070.48	20.00
98.13	2050.68	2070.68	20.00
98.14	2050.88	2070.88	20.00
98.15	2051.08	2071.08	20.00
98.16	2051.28	2071.28	20.00
98.17	2051.48	2071.48	20.00
98.18	2051.68	2071.68	20.00
98.19	2051.88	2071.88	20.00
98.20	2052.08	2072.08	20.00
98.21	2052.28	2072.28	20.00
98.22	2052.48	2072.48	20.00
98.23	2052.68	2072.68	20.00
98.24	2052.88	2072.88	20.00
98.25	2053.08	2073.08	20.00
98.26	2053.28	2073.28	20.00
98.27	2053.48	2073.48	20.00
98.28	2053.68	2073.68	20.00
98.29	2053.88	2073.88	20.00
98.30	2054.08	2074.08	20.00
98.31	2054.28	2074.28	20.00
98.32	2054.48	2074.48	20.00
98.33	2054.68	2074.68	20.00
98.34	2054.88	2074.88	20.00
98.35	2055.08	2075.08	20.00
98.36	2055.28	2075.28	20.00
98.37	2055.48	2075.48	20.00
98.38	2055.68	2075.68	20.00
98.39	2055.88	2075.88	20.00
98.40	2056.08	2076.08	20.00
98.41	2056.28	2076.28	20.00
98.42	2056.48	2076.48	20.00
98.43	2056.68	2076.68	20.00
98.44	2056.88	2076.88	20.00
98.45	2057.08	2077.08	20.00
98.46	2057.28	2077.28	20.00
98.47	2057.48	2077.48	20.00
98.48	2057.68	2077.68	20.00
98.49	2057.88	2077.88	20.00
98.50	2058.08	2078.08	20.00
98.51	2058.28	2078.28	20.00
98.52	2058.48	2078.48	20.00
98.53	2058.68	2078.68	20.00
98.54	2058.88	2078.88	20.00
98.55	2059.08	2079.08	20.00
98.56	2059.28	2079.28	20.00
98.57	2059.48	2079.48	20.00
98.58	2059.68	2079.68	20.00
98.59	2059.88	2079.88	20.00
98.60	2060.08	2080.08	20.00
98.61	2060.28	2080.28	20.00
98.62	2060.48	2080.48	20.00
98.63	2060.68	2080.68	20.00
98.64	2060.88	2080.88	20.00
98.65	2061.08	2081.08	20.00
98.66	2061.28	2081.28	20.00
98.67	2061.48	2081.48	20.00
98.68	2061.68	2081.68	20.00
98.69	2061.88	2081.88	20.00
98.70	2062.08	2082.08	20.00
98.71	2062.28	2082.28	20.00
98.72	2062.48	2082.48	20.00
98.73	2062.68	2082.68	20.00
98.74	2062.88	2082.88	20.00
98.75	2063.08	2083.08	20.00
98.76	2063.28	2083.28	20.00
98.77	2063.48	2083.48	20.00
98.78	2063.68	2083.68	20.00
98.79	2063.88	2083.88	20.00
98.80	2064.08	2084.08	20.00
98.81	2064.28	2084.28	20.00
98.82	2064.48	2084.48	20.00
98.83	2064.68	2084.68	20.00
98.84	2064.88	2084.88	20.00
98.85	2065.08	2085.08	20.00
98.86	2065.28	2085.28	20.00
98.87	2065.48	2085.48	20.00
98.88	2065.68	2085.68	20.00
98.89	2065.88	2085.88	20.00
98.90	2066.08	2086.08	20.00
98.91	2066.28	2086.28	20.00
98.92	2066.48	2086.48	20.00
98.93	2066.68	2086.68	20.00
98.94	2066.88	2086.88	20.00
98.95	2067.08	2087.08	20.00
98.96	2067.28	2087.28	20.00
98.97	2067.48	2087.48	20.00
98.98	2067.68	2087.68	20.00
98.99	2067.88	2087.88	20.00
99.00	2068.08	2088.08	20.00
99.01	2068.28	2088.28	20.00
99.02	2068.48	2088.48	20.00
99.03	2068.68	2088.68	20.00
99.04	2068.88	2088.88	20.00
99.05	2069.08	2089.08	20.00
99.06	2069.28	2089.28	20.00
99.07	2069.48	2089.48	20.00
99.08	2069.68	2089.68	20.00
99.09	2069.88	2089.88	20.00
99.10	2070.08	2090.08	20.00
99.11	2070.28	2090.28	20.00
99.12	2070.48	2090.48	20.00
99.13	2070.68	2090.68	20.00
99.14	2070.88	2090.88	20.00
99.15	2071.08	2091.08	20.00
99.16	2071.28	2091.28	20.00
99.17	2071.48	2091.48	20.00
99.18	2071.68	2091.68	20.00
99.19	2071.88	2091.88	20.00
99.20	2072.08	2092.08	20.00
99.21	2072.28	2092.28	20.00
99.22	2072.48	2092.48	20.00
99.23	2072.68	2092.68	20.00
99.24	2072.88	2092.88	20.00
99.25	2073.08	2093.08	20.00
99.26	2073.28	2093.28	20.00
99.27	2073.48	2093.48	20.00
99.28	2073.68	2093.68	20.00
99.29	2073.88	2093.88	20.00
99.30	2074.08	2094.08	20.00
99.31	2074.28	2094.28	20.00
99.32	2074.48	2094.48	20.00
99.33	2074.68	2094.68	20.00
99.34	2074.88	2094.88	20.00
99.35	2075.08	2095.08	20.00
99.36	2075.28	2095.28	20.00
99.37	2075.48	2095.48	20.00
99.38	2075.68	2095.68	20.00
99.39	2075.88	2095.88	20.00
99.40	2076.08	2096.08	20.00
99.41	2076.28	2096.28	20.00
99.42	2076.48	2096.48	20.00
99.43	2076.68	2096.68	20.00
99.44	2076.88	2096.88	20.00
99.45	2077.08	2097.08	20.00
99.46	2077.28	2097.28	20.00
99.47	2077.48	2097.48	20.00
99.48	2077.68	2097.68	20.00
99.49	2077.88	2097.88	20.00
99.50	2078.08	2098.08	20.00
99.51	2078.28	2098.28	20.00
99.52	2078.48	2098.48	20.00
99.53	2078.68	2098.68	20.00
99.54	2078.88	2098.88	20.00
99.55	2079.08	2099.08	20.00
99.56	2079.28	2099.28	20.00
99.57	2079.48	2099.48	20.00
99.58	2079.68	2099.68	20.00
99.59	2079.88	2099.88	20.00
99.60	2080.08	2100.08	20.00
99.61	2080.28	2100.28	20.00
99.62	2080.48	2100.48	20.00
99.63	2080.68	2100.68	20.00
99.64	2080.88	2100.88	20.00
99.65	2081.08	2101.08	20.00
99.66	2081.28	2101.28	20.00
99.67	2081.48	2101.48	20.00
99.68	2081.68	2101.68	20.00
99.69	2081.88	2101.88	20.00
99.70	2082.08	2102.08	20.00
99.71	2082.28	2102.28	20.00
99.72	2082.48	2102.48	20.00
99.73	2082.68	2102.68	20.00
99.74	2082.88	2102.88	20.00
99.75	2083.08	2103.08	20.00
99.76	2083.28	2103.28	20.00
99.77	2083.48	2103.48	20.00
99.78	2083.68	2103.68	20.00
99.79	2083.88	2103.88	20.00
99.80	2084.08	2104.08	20.00
99.81	2084.28	2104.28	20.00
99.82	2084.48	2104.48	20.00
99.83	2084.68	2104.68	20.00
99.84	2084.88	2104.88	20.00
99.85	2085.08	2105.08	20.00
99.86	2085.28	2105.28	20.00
99.87	2085.48	2105.48	20.00
99.88	2085.68	2105.68	20.00
99.89	2085.88	2105.88	20.00
99.90	2086.08	2106.08	20.00
99.91	2086.28	2106.28	20.00
99.92	2086.48	2106.48	20.00
99.93	2086.68	2106.68	20.00
99.94	2086.88	2106.88	20.00
99.95	2087.08	2107.08	20.00
99.96	2087.28	2107.28	20.00
99.97	2087.48	2107.48	20.00
99.98	2087.68	2107.68	20.00
99.99	2087.88	2107.88	20.00
100.00	2088.08	2108.08	20.00
100.01	2088.28	2108.28	20.00
100.02	2088.48	2108.48	20.00
100.03	2088.68	2108.68	20.00
100.04	2088.88	2108.88	20.00
100.05	2089.08	2109.08	20.00
100.06	2089.28	2109.28	20.00
100.07	2089.48	2109.48	20.00
100.08	2089.68	2109.68	20.00
100.09	2089.88	2109.88	20.00
100.10	2090.08	2110.08	20.00
100.11	2090.28	2110.28	20.00
100.12	2090.48	2110.48	20.00
100.13	2090.68	2110.68	20.00
100.14	2090.88	2110.88	20.00
100.15	2091.08	2111.08	20.00
100.16	2091.28	2111.28	20.00
100.17	2091.48	2111.48	20.00
100.18	2091.68	2111.68	20.00
100.19	2091.88	2111.88	20.00
100.20	2092.08	2112.08	20.00
100.21	2092.28	2112.28	20.00
100.22	2092.48	2112.48	20.00
100.23	2092.68	2112.68	20.00
100.24	2092.88	2112.88	20.00
100.25	2093.08	2113.08	20.00
100.26	2093.28	2113.28	20.00
100.27	2093.48	2113.48	20.00
100.28	2093.68	2113.68	20.00
100.29	2093.88	2113.88	20.00
100.30	2094.08	2114.08	20.00
100.31	2094.28	2114.28	20.00
100.32	2094.48	2114.48	20.00
100.33	2094.68	2114.68	20.00
100.34	2094.88	2114.88	20.00
100.35	2095.08	2115.08	20.00
100.36	2095.28	2115.28	20.00
100.37	2095.48	2115.48	20.00
100.38	2095.68	2115.68	20.00
100.39	2095.88	2115.88	20.00
100.40	2096.08	2116.08	20.00
100.41	2096.28	2116.28	20.00
100.42	2096.48	2116.48	20.00
100.43	2096.68	2116.68	20.00
100.44	2096.88	2116.88	20.00
100.45	2097.08	2117.08	20.00
100.46	2097.28	2117.28	20.00
100.47	2097.48	2117.48	20.00
100.48	2097.68	2117.68	20.00
100.49	2097.88	2117.88	20.00
100.50	2098.08	2118.08	20.00
100.51	2098.28	2118.28	20.00
100.52	2098.48	2118.48	20.00
100.53	2098.68	2118.68	20.00
100.54	2098.88	2118.88	20.00
100.55	2099.08	2119.08	20.00
100.56	2099.28	2119.28	20.00
100.57	2099.48	2119.48	20.00
100.58	2099.68	2119.68	20.00
100.59	2099.88	2119.88	20.00
100.60	2100.08	2120.08	20.00
100.61	2100.28	2120.28	20.00
100.62	2100.48	2120.48	20.00
100.63	2100.68	2120.68	20.00
100.64	2100.88	2120.88	20.00
100.65	2101.08	2121.08	20.00
100.66	2101.28	2121.28	20.00
100.67	2101.48	2121.48	20.00
100.68	2101.68	2121.68	20.00
100.69	2101.88	2121.88	20.00
100.70	2102.08	2122.08	20.00
100.71	2102.28	2122.28	20.00
100.72	2102.48	2122.48	20.00
100.73	2102.68	2122.68	20.00
100.74	2102.88	2122.88	20.00
100.75	2103.08	2123.08	20.00
100.76	2103.28	2123.28	20.00
100.77	2103.48	2123.48	20.00
100.78	2103.68	2123.68	20.00
100.79	2103.88	2123.88	20.00
100.80	2104.08	2124.08	20.00
100.81	2104.28	2124.28	20.00
100.82	2104.48	2124.48	20.00
100.83	2104.68	2124.68	20.00
100.84	2104.88	2124.88	20.00
100.85	2105.08	2125.08	20.00
100.86	2105.28	2125.28	20.00
100.87	2105.48	2125.48	20.00
100.88	2105.68	2125.68	20.00
100.89	2105.88	2125.88	20.00
100.90	2106.08	2126.08	20.00
100.91	2106.28	2126.28	20.00
100.92	2106.48	2126.48	20.00
100.93	2106.68	2126.68	20.00
100.94	2106.88	2126.88	20.00
100.95	2107.08	2127.08	20.00
100.96	2107.28	2127.28	20.00
100.97	2107.48	2127.48	20.00
100.98	2107.68	2127.68	20.00
100.99	2107.88	2127.88	20.00
101.00	2108.08	2128.08	20.00
101.01	2108.28	2128.28	20.00
101.02	2108.48	2128.48	20.00
101.03	2108.68	2128.68	20.00
101.04	2108.88	2128.88	20.00
101.05	2109.08	2129.08	20.00
101.06	2109.28	2129.28	20.00
101.07	2109.48	2129.48	20.00
101.08	2109.68	2129.68	20.00
101.09	2109.88	2129.88	20.00
101.10	2110.08	2130.08	20.00
101.11	2110.28	2130.28	20.00
101.12	2110.48	2130.48	20.00
101.13	2110.68	2130.68	20.00
101.14	2110.88	2130.88	20.00
101.15	2111.08	2131.08	20.00
101.16	2111.28	2131.28	20.00
101.17	2111.48	2131.48	20.00
101.18	2111.68	2131.68	20.00
101.19	2111.88	2131.88	20.00
101.20	2112.08	2132.08	20.00
101.21	2112.28	2132.28	20.00
101.22	2112.48	2132.48	20.00
101.23	2112.68	2132.68	20.00
101.24	2112.88	2132.88	20.00
101.25	2113.08	2133.08	20.00
101.26	2113.28	2133.28	20.00
101.27	2113.48	2133.48	20.00
101.28	2113.68	2133.68	20.00
101.29	2113.88	2133.88	20.00
101.30	2114.08	2134.08	20.00
101.31	2114.28	2134.28	20.00
101.32	2114.48	2134.48	20.00
101.33	2114.68	2134.68	20.00
101.34	2114.88	2134.88	20.00
101.35	2115.08	2135.08	20.00
101.36	2115.28	2135.28	20.00
101.37	2115.48	2135.48	20.00
101.38	2115.68	2135.68	20.00
101.39	2115.88	2135.88	20.00
101.40	2116.08	2136.08	20.00
101.41	2116.28	2136.28	20.00
101.42	2116.48	2136.48	20.00
101.43	2116.68	2136.68	20.00
101.44	2116.88	2136.88	20.00
101.45	2117.08	2137.08	20.00
101.46	2117.28	2137.28	20.00
101.47	2117.48	2137.48	20.00
101.48	2117.68	2137.68	20.00
101.49	2117.88	2137.88	20.00
101.50	2118.08	2138.08	20.00
101.51	2118.28	2138.28	20.00
101.52	2118.48	2138.48	20.00
101.53	2118.68	2138.68	20.00
101.54	2118.88	2138.88	20.00
101.55	2119.08	2139.08	20.00
101.56	2119.28	2139.28	20.00
101.57	2119.48	2139.48	20.00
101.58	2119.68	2139.68	20.00
101.59	2119.88	2139.88	20.00
101.60	2120.08	2140.08	20.00
101.61	2120.28	2140.28	20.00
101.62	2120.48	2140.48	20.00
101.63	2120.68	2140.68	20.00
101.64	2120.88	2140.88	20.00
101.65	2121.08	2141.08	20.00
101.66	2121.28	2141.28	20.00
101.67	2121.48	2141.48	20.00
101.68	2121.68	2141.68	20.00
101.69	2121.88	2141.88	20.00
101.70	2122.08	2142.08	20.00
101.71	2122.28	2142.28	20.00
101.72	2122.48	2142.48	20.00
101.73	2122.68	2142.68	20.00
101.74	2122.88	2142.88	20.00
101.75	2123.08	2143.08	20.00
101.76	2123.28	2143.28	20.00
101.77	2123.48	2143.48	20.00
101.78	2123.68	2143.68	20.00
101.79	2123.88	2143.88	20.00
101.80	2124.08	2144.08	20.00
101.81	2124.28	2144.28	20.00
101.82	2124.48	2144.48	20.00
101.83	2124.68	2144.68	20.00
101.84	2124.88	2144.88	20.00
101.85	2125.08	2145.08	20.00
101.86	2125.28	2145.28	20.00
101.87	2125.48	2145.48	20.00
101.88	2125.68	2145.68	20.00
101.89	2125.88	2145.88	20.00
101.90	2126.08	2146.08	20.00
101.91	2126.28	2146.28	20.00
101.92	2126.48	2146.48	20.00
101.93	2126.68	2146.68	20.00
101.94	2126.88	2146.88	20.00
101.95	2127.08	2147.08	20.00
101.96	2127.28	2147.28	20.00
101.97	2127.48	2147.48	20.00
101.98	2127.68	2147.68	20.00
101.99	2127.88	2147.88	20.00
102.00	2128.08	2148.08	20.00
102.01	2128.28	2148.28	20.00
102.02	2128.48	2148.48	20.00
102.03	2128.68	2148.68	20.00
102.04	2128.88	2148.88	20.00
102.05	2129.08	2149.08	20.00
102.06	2129.28	2149.28	20.00
102.07	2129.48	2149.48	20.00
102.08	2129.68	2149.68	20.00
102.09	2129.88	2149.88	20.00
102.10	2130.08	2150.08	20.00
102.11	2130.28	2150.28	20.00
102.12	2130.48	2150.48	20.00
102.13	2130.68	2150.68	20.00
102.14	2130.88	2150.88	20.00
102.15	2131.08	2151.08	20.00
102.16	2131.28	2151.28	20.00
102.17	2131.48	2151.48	20.00
102.18	2131.68	2151.68	20.00
102.19	2131.88	2151.88	20.00
102.20	2132.08	2152.08	20.00
102.21	2132.28	2152.28	20.00
102.22	2132.48	2152.48	20.00
102.23	2132.68	2152.68	20.00
102.24	2132.88	2152.88	20.00
102.25	2133.08	2153.08	20.00
102.26	2133.28	2153.28	20.00
102.27	2133.48	2153.48	20.00
102.28	2133.68	2153.68	20.00
102.29	2133.88	2153.88	20.00
102.30	2134.08	2154.08	20.00
102.31	2134.28	2154.28	20.00
102.32	2134.48	2154.48	20.00
102.33	2134.68	2154.68	20.00
102.34	2134.88	2154.88	20.00
102.35	2135.08	2155.08	20.00
102.36	2135.28	2155.28	20.00
102.37	2135.48	2155.48	20.00
102.38	2135.68	2155.68	20.00
102.39	2135.88	2155.88	20.00
102.40	2136.08	2156.08	20.00
102.41	2136.28	2156.28	20.00
102.42	2136.48	2156.48	20.00
102.43	2136.68	2156.68	20.00
102.44	2136.88	2156.88	20.00
102.45	2137.08	2157.08	20.00
102.46	2137.28	2157.28	20.00
102.47	2137.48	2157.48	20.00
102.48	2137.68	2157.68	20.00
102.49	2137.88	2157.88	20.00
102.50	2138.08	2158.08	20.00
102.51	2138.28	2158.28	20.00
102.52	2138.48	2158.48	20.00
102.53	2138.68	2158.68	20.00
102.54	2138.88	2158.88	20.00
102.55	2139.08	2159.08	20.00
102.56	2139.28	2159.28	20.00
102.57	2139.48	2159.48	20.00
102.58	2139.68	2159.68	20.00
102.59	2139.88	2159.88	20.00
102.60	2140.08	2160.08	20.00
102.61	2140.28	2160.28	20.00
102.62	2140.48	2160.48	20.00
102.63	2140.68	2160.68	20.00
102.64	2140.88	2160.88	20.00
102.65	2141.08	2161.08	20.00
102.66	2141.28	2161.28	20.00
102.67	2141.48	2161.48	20.00
102.68	2141.68	2161.68	20.00
102.69	2141.88	2161.88	20.00
102.70	2142.08	2162.08	20.00
102.71	2142.28	2162.28	20.00
102.72	2142.48	2162.48	20.00
102.73	2142.68	2162.68	20.00
102.74	2142.88	2162.88	20.00
102.75	2143.08	2163.08	20.00
102.76	2143.28	2163.28	20.00
102.77	2143.48	2163.48	20.00
102.78	2143.68	2163.68	20.00
102.79	2143.88	2163.88	20.00
102.80	2144.08	2164.08	20.00
102.81	2144.28	2164.28	20.00
102.82	2144.48	2164.48	20.00
102.83	2144.68	2164.68	20.00
102.84	2144.88	2164.88	20.00
102.85	2145.08	2165.08	20.00
102.86	2145.28	2165.28	20.00
102.87	2145.48	2165.48	20.00
102.88	2145.68	2165.68	20.00
102.89	2145.88	2165.88	20.00
102.90	2146.08	2166.08	20.00
102.91	2146.28	2166.28	20.00
102.92	2146.48	2166.48	20.00
102.93	2146.68	2166.68	20.00
102.94	2146.88	2166.88	20.00
102.95	2147.08	2167.08	20.00
102.96	2147.28	2167.28	20.00
102.97	2147.48	2167.48	20.00
102.98	2147.68	2167.68	20.00
102.99	2147.88	2167.88	20.00
103.00	2148.08	2168.08	20.00
103.01	2148.28	2168.28	20.00
103.02	2148.48	2168.48	20.00
103.03	2148.68	2168.68	20.00
103.04	2148.88	2168.88	20.00
103.05	2149.08	2169.08	20.00
103.06	2149.28	2169.28	20.00
103.07	2149.48	2169.48	20.00
103.08	2149.68	2169.68	20.00
103.09	2149.88	2169.88	20.00
103.10	2150.08	2170.08	20.00
103.11	2150.28	2170.28	20.00
103.12	2150.48	2170.48	20.00
103.13	2150.68	2170.68	20.00
103.14	2150.88	2170.88	20.00
103.15	2151.08	2171.08	20.00
103.16	2151.28	2171.28	20.00
103.17	2151.48	2171.48	20.00
103.18	2151.68	2171.68	20.00
103.19	2151.88	2171.88	20.00
103.20	2152.08	2172.08	20.00
103.21	2152.28	2172.28	20.00
103.22	2152.48	2172.48	20.00
103.23	2152.68	2172.68	20.00
103.24	2152.88	2172.88	20.00
103.25	2153.08	2173.08	20.00
103.26	2153.28	2173.28	20.00
103.27	2153.48	2173.48	20.00
103.28	2153.68	2173.68	20.00
103.29	2153.88	2173.88	20.00
103.30	2154.08	2174.08	20.00
103.31	2154.28	2174.28	20.00
103.32	2154.48	2174.48	20.00
103.33	2154.68	2174.68	20.00
103.34	2154.88	2174.88	20.00
103.35	2155.08	2175.08	20.00
103.36	2155.28	2175.28	20.00
103.37	2155.48	2175.48	20.00
103.38	2155.68	2175.68	20.00
103.39	2155.88	2175.88	20.00
103.40	2156.08	2176.08	20.00
103.41	2156.28	2176.28	20.00
103.42	2156.48	2176.48	20.00
103.43	2156.68	2176.68	20.00
103.44	2156.88	2176.88	20.00
103.45	2157.08	2177.08	20.00
103.46	2157.28	2177.28	20.00
103.47	2157.48	2177.48	20.00
103.48	2157.68	2177.68	20.00
103.49	2157.88	2177.88	20.00
103.50	2158.08	2178.08	20.00
103.51	2158.28	2178.28	20.00
103.52	2158.48	2178.48	20.00
103.53	2158.68	2178.68	20.00
103.54	2158.88	2178.88	20.00
103.55	2159.08	2179.08	20.00
103.56	2159.28	2179.28	20.00
103.57	2159.48	2179.48	20.00
103.58	2159.68	2179.68	20.00
103.59	2159.88	2179.88	20.00
103.60	2160.08	2180.08	20.00
103.61	2160.28	2180.28	20.00
103.62	2160.48	2180.48	20.00
103.63	2160.68	2180.68	20.00
103.64	2160.88	2180.88	20.00
103.65	2161.08	2181.08	20.00
103.66	2161.28	2181.28	20.00
103.67	2161.48	2181.48	20.00
103.68	2161.68	2181.68	20.00
103.69	2161.88	2181.88	20.00
103.70	2162.08	2182.08	20.00
103.71	2162.28	2182.28	20.00
103.72	2162.48	2182.48	20.00
103.73	2162.68	2182.68	20.00
103.74	2162.88	2182.88	20.00
103.75	2163.08	2183.08	20.00
103.76	2163.28	2183.28	20.00
103.77	2163.48	2183.48	20.00
103.78	2163.68	2183.68	20.00
103.79	2163.88	2183.88	20.00
103.80	2164.08	2184.08	20.00
103.81	2164.28	2184.28	20.00
103.82	2164.48	2184.48	20.00
103.83	2164.68	2184.68	20.00
103.84	2164.88	2184.88	20.00
103.85	2165.08	2185.08	20.00
103.86	2165.28	2185.28	20.00
103.87	2165.48	2185.48	20.00
103.88	2165.68	2185.68	20.00
103.89	2165.88	2185.88	20.00
103.90	2166.08	2186.08	20.00
103.91	2166.28	2186.28	20.00
103.92	2166.48	2186.48	20.00
103.93	2166.68	2186.68	20.00
103.94	2166.88	2186.88	20.00
103.95	2167.08	2187.08	20.00
103.96	2167.28	2187.28	20.00
